,predict,real
2017-10-01 13:00:00,0.93804216,0.92609185
2017-10-01 14:00:00,0.94371986,0.90528417
2017-10-01 15:00:00,0.91398275,0.909375
2017-10-01 16:00:00,0.92528236,0.9242126
2017-10-01 17:00:00,0.92934084,0.8863198
2017-10-01 18:00:00,0.8978032,0.90964913
2017-10-01 19:00:00,0.88190687,0.92344046
2017-10-01 20:00:00,0.927475,0.89443815
2017-10-01 21:00:00,0.834013,0.8816964
2017-10-01 22:00:00,0.8277966,0.92028254
2017-10-01 23:00:00,0.9182848,0.9146608
2017-10-02 00:00:00,0.8626894,0.81589144
2017-10-02 01:00:00,0.7536831,0.7993631
2017-10-02 02:00:00,0.75731254,0.7291667
2017-10-02 03:00:00,0.69553185,0.6356589
2017-10-02 04:00:00,0.49419233,0.40350878
2017-10-02 05:00:00,0.38566017,0.39215687
2017-10-02 06:00:00,0.50425863,0.42307693
2017-10-02 07:00:00,0.65859896,0.6625767
2017-10-02 08:00:00,0.81031585,0.7592593
2017-10-02 09:00:00,0.85336363,0.8376384
2017-10-02 10:00:00,0.85246766,0.8816794
2017-10-02 11:00:00,0.8675195,0.8900524
2017-10-02 12:00:00,0.87857866,0.87990195
2017-10-02 13:00:00,0.88185215,0.8642659
2017-10-02 14:00:00,0.87380743,0.874026
2017-10-02 15:00:00,0.87733865,0.87652946
2017-10-02 16:00:00,0.87322557,0.8895282
2017-10-02 17:00:00,0.8870133,0.86904764
2017-10-02 18:00:00,0.8802426,0.8895079
2017-10-02 19:00:00,0.90628195,0.9079812
2017-10-02 20:00:00,0.9067826,0.86351705
2017-10-02 21:00:00,0.8370565,0.88396347
2017-10-02 22:00:00,0.85465014,0.89277387
2017-10-02 23:00:00,0.8935349,0.90873533
2017-10-03 00:00:00,0.85687065,0.85360825
2017-10-03 01:00:00,0.82556415,0.76987445
2017-10-03 02:00:00,0.7418362,0.70053476
2017-10-03 03:00:00,0.6424959,0.64102566
2017-10-03 04:00:00,0.5438291,0.5522388
2017-10-03 05:00:00,0.43802053,0.4722222
2017-10-03 06:00:00,0.45620298,0.5625
2017-10-03 07:00:00,0.6427832,0.6458333
2017-10-03 08:00:00,0.79093635,0.74916387
2017-10-03 09:00:00,0.8517368,0.83522725
2017-10-03 10:00:00,0.85996103,0.8432
2017-10-03 11:00:00,0.8519101,0.85385656
2017-10-03 12:00:00,0.8710655,0.8650386
2017-10-03 13:00:00,0.8755884,0.84094054
2017-10-03 14:00:00,0.8554306,0.87017995
2017-10-03 15:00:00,0.8785746,0.90854394
2017-10-03 16:00:00,0.8978883,0.86262375
2017-10-03 17:00:00,0.8697659,0.83439493
2017-10-03 18:00:00,0.85971403,0.8844985
2017-10-03 19:00:00,0.91216063,0.908142
2017-10-03 20:00:00,0.8921411,0.88095236
2017-10-03 21:00:00,0.8382139,0.8746356
2017-10-03 22:00:00,0.8738303,0.91314554
2017-10-03 23:00:00,0.91588855,0.882825
2017-10-04 00:00:00,0.856406,0.8036176
2017-10-04 01:00:00,0.7705412,0.75877196
2017-10-04 02:00:00,0.7323111,0.6573427
2017-10-04 03:00:00,0.6063258,0.5604396
2017-10-04 04:00:00,0.43579113,0.37254903
2017-10-04 05:00:00,0.41976357,0.32352942
2017-10-04 06:00:00,0.5424335,0.5423729
2017-10-04 07:00:00,0.7149973,0.64285713
2017-10-04 08:00:00,0.8180275,0.73758864
