,predict,real
2019-01-01 13:00:00,0.45075485,0.4564442
2019-01-01 14:00:00,0.45727202,0.52363336
2019-01-01 15:00:00,0.5263244,0.55186063
2019-01-01 16:00:00,0.5411279,0.55536914
2019-01-01 17:00:00,0.5384098,0.49762133
2019-01-01 18:00:00,0.45114112,0.4300385
2019-01-01 19:00:00,0.38391823,0.36430922
2019-01-01 20:00:00,0.31252283,0.2791932
2019-01-01 21:00:00,0.2237965,0.23724793
2019-01-01 22:00:00,0.18297102,0.1780822
2019-01-01 23:00:00,0.13650577,0.1493976
2019-01-02 00:00:00,0.111779794,0.078947365
2019-01-02 01:00:00,0.059359316,0.044025157
2019-01-02 02:00:00,0.028826386,0.02020202
2019-01-02 03:00:00,0.007804282,0.037037037
2019-01-02 04:00:00,0.118916236,0.046511628
2019-01-02 05:00:00,0.11220333,0.07594936
2019-01-02 06:00:00,0.14889134,0.15167095
2019-01-02 07:00:00,0.21444446,0.3797251
2019-01-02 08:00:00,0.47288,0.56798244
2019-01-02 09:00:00,0.674785,0.7281187
2019-01-02 10:00:00,0.71998006,0.58842576
2019-01-02 11:00:00,0.42413145,0.38534108
2019-01-02 12:00:00,0.37715486,0.3919598
2019-01-02 13:00:00,0.43761292,0.46514222
2019-01-02 14:00:00,0.46890405,0.45772442
2019-01-02 15:00:00,0.4701726,0.46276322
2019-01-02 16:00:00,0.4840307,0.51123595
2019-01-02 17:00:00,0.5758555,0.58992803
2019-01-02 18:00:00,0.71305764,0.73252845
2019-01-02 19:00:00,0.7186739,0.7071618
2019-01-02 20:00:00,0.6099746,0.57813174
2019-01-02 21:00:00,0.4740827,0.40196767
2019-01-02 22:00:00,0.36093,0.3065173
2019-01-02 23:00:00,0.26693875,0.24829468
2019-01-03 00:00:00,0.19783029,0.12316716
2019-01-03 01:00:00,0.07946775,0.110497236
2019-01-03 02:00:00,0.04715314,0.011363637
2019-01-03 03:00:00,-0.0033398196,0.01923077
2019-01-03 04:00:00,0.021060899,0.025
2019-01-03 05:00:00,0.051098272,0.04
2019-01-03 06:00:00,0.21529526,0.21002387
2019-01-03 07:00:00,0.46792778,0.44109398
2019-01-03 08:00:00,0.6641948,0.6330175
2019-01-03 09:00:00,0.72363585,0.77019894
2019-01-03 10:00:00,0.6915133,0.6555069
2019-01-03 11:00:00,0.4588362,0.43933055
2019-01-03 12:00:00,0.41772503,0.41753247
2019-01-03 13:00:00,0.44625744,0.43995512
2019-01-03 14:00:00,0.44549447,0.4654226
2019-01-03 15:00:00,0.4783443,0.49573934
2019-01-03 16:00:00,0.5149709,0.494431
2019-01-03 17:00:00,0.5475561,0.59123266
2019-01-03 18:00:00,0.7343305,0.7490486
2019-01-03 19:00:00,0.7516553,0.7177598
2019-01-03 20:00:00,0.6136638,0.59809524
2019-01-03 21:00:00,0.51376987,0.44527364
2019-01-03 22:00:00,0.38342595,0.3413231
2019-01-03 23:00:00,0.28660476,0.26734105
2019-01-04 00:00:00,0.19968292,0.1509434
2019-01-04 01:00:00,0.08686393,0.08455882
2019-01-04 02:00:00,0.035357956,0.026666667
2019-01-04 03:00:00,0.010691687,0.024390243
2019-01-04 04:00:00,0.024798237,0.032786883
2019-01-04 05:00:00,0.061386015,0.045454547
2019-01-04 06:00:00,0.23416567,0.15159574
2019-01-04 07:00:00,0.38606638,0.41208366
2019-01-04 08:00:00,0.63355595,0.61509436
2019-01-04 09:00:00,0.7294015,0.75121844
2019-01-04 10:00:00,0.6981807,0.6644005
2019-01-04 11:00:00,0.47494325,0.4522701
2019-01-04 12:00:00,0.40238532,0.44279176
2019-01-04 13:00:00,0.4739045,0.5009737
2019-01-04 14:00:00,0.49281004,0.52125776
2019-01-04 15:00:00,0.5205233,0.5461968
2019-01-04 16:00:00,0.5613159,0.5658852
2019-01-04 17:00:00,0.6245147,0.6332169
2019-01-04 18:00:00,0.73264056,0.75985193
2019-01-04 19:00:00,0.73311937,0.7153248
2019-01-04 20:00:00,0.5965796,0.55959594
2019-01-04 21:00:00,0.4464757,0.4502814
2019-01-04 22:00:00,0.3719842,0.3605042
2019-01-04 23:00:00,0.29718423,0.2801724
2019-01-05 00:00:00,0.19370268,0.23646724
2019-01-05 01:00:00,0.12428536,0.15246637
2019-01-05 02:00:00,0.10508336,0.11320755
2019-01-05 03:00:00,0.090248644,0.07317073
2019-01-05 04:00:00,0.05690385,0.037037037
2019-01-05 05:00:00,0.025729083,0.0
2019-01-05 06:00:00,0.09699569,0.0
2019-01-05 07:00:00,0.16005638,0.07065217
2019-01-05 08:00:00,0.21309528,0.1591449
2019-01-05 09:00:00,0.29552606,0.21011673
2019-01-05 10:00:00,0.31153262,0.32188842
2019-01-05 11:00:00,0.36304396,0.33020636
2019-01-05 12:00:00,0.31829083,0.33503574
2019-01-05 13:00:00,0.370205,0.31656548
2019-01-05 14:00:00,0.3183288,0.4249012
2019-01-05 15:00:00,0.46128342,0.44552058
2019-01-05 16:00:00,0.4257286,0.33147115
2019-01-05 17:00:00,0.28913474,0.28587076
2019-01-05 18:00:00,0.26816136,0.28970918
2019-01-05 19:00:00,0.24457729,0.35019085
2019-01-05 20:00:00,0.2829283,0.31305113
2019-01-05 21:00:00,0.21738723,0.28909466
2019-01-05 22:00:00,0.21708532,0.2884371
2019-01-05 23:00:00,0.2265477,0.21818182
2019-01-06 00:00:00,0.18254179,0.19407895
2019-01-06 01:00:00,0.1530918,0.15352698
2019-01-06 02:00:00,0.13398904,0.09463722
2019-01-06 03:00:00,0.07335002,0.054945055
2019-01-06 04:00:00,0.04010364,0.04477612
2019-01-06 05:00:00,0.04278504,0.045454547
2019-01-06 06:00:00,0.05790421,0.060606062
2019-01-06 07:00:00,0.09072937,0.101265825
2019-01-06 08:00:00,0.17685369,0.13709678
2019-01-06 09:00:00,0.21269819,0.25029796
2019-01-06 10:00:00,0.2960678,0.4018297
2019-01-06 11:00:00,0.4596107,0.49289563
2019-01-06 12:00:00,0.52760595,0.5570577
2019-01-06 13:00:00,0.54392856,0.61576194
2019-01-06 14:00:00,0.61283934,0.64364904
2019-01-06 15:00:00,0.6225176,0.594877
