,time,wait,com
2018-10-01 10:05:00,1538359500000,2182,2182
2018-10-01 10:06:00,1538359560000,1153,1153
2018-10-01 10:07:00,1538359620000,1293,1293
2018-10-01 10:08:00,1538359680000,4826,4826
2018-10-01 10:09:00,1538359740000,2521,2521
2018-10-01 10:10:00,1538359800000,4280,4280
2018-10-01 10:11:00,1538359860000,1773,1773
2018-10-01 10:12:00,1538359920000,1930,1930
2018-10-01 10:13:00,1538359980000,1406,1406
2018-10-01 10:14:00,1538360040000,1829,1829
2018-10-01 10:15:00,1538360100000,1567,1567
2018-10-01 10:16:00,1538360160000,1854,1854
2018-10-01 10:17:00,1538360220000,2305,2305
2018-10-01 10:18:00,1538360280000,2255,2255
2018-10-01 10:19:00,1538360340000,373,1622
2018-10-01 10:20:00,1538360400000,922,1179
2018-10-01 10:21:00,1538360460000,322,1860
2018-10-01 10:22:00,1538360520000,1352,1352
2018-10-01 10:23:00,1538360580000,1171,1171
2018-10-01 10:24:00,1538360640000,1764,1418
2018-10-01 10:25:00,1538360700000,4391,4391
2018-10-01 10:26:00,1538360760000,2151,2151
2018-10-01 10:27:00,1538360820000,1648,1648
2018-10-01 10:28:00,1538360880000,2313,2313
2018-10-01 10:29:00,1538360940000,1936,1523
2018-10-01 10:30:00,1538361000000,1944,1944
2018-10-01 10:31:00,1538361060000,1941,1941
2018-10-01 10:32:00,1538361120000,2982,1380
2018-10-01 10:33:00,1538361180000,0,6129
2018-10-01 10:34:00,1538361240000,3520,3520
2018-10-01 10:35:00,1538361300000,1063,1063
2018-10-01 10:36:00,1538361360000,3393,3393
2018-10-01 10:37:00,1538361420000,3327,3327
2018-10-01 10:38:00,1538361480000,1079,1079
2018-10-01 10:39:00,1538361540000,1130,1130
2018-10-01 10:40:00,1538361600000,1844,1844
2018-10-01 10:41:00,1538361660000,651,4782
2018-10-01 10:42:00,1538361720000,753,3462
2018-10-01 10:43:00,1538361780000,1001,1001
2018-10-01 10:44:00,1538361840000,3175,3175
2018-10-01 10:45:00,1538361900000,3897,3897
2018-10-01 10:46:00,1538361960000,2022,2022
2018-10-01 10:47:00,1538362020000,220,2617
2018-10-01 10:48:00,1538362080000,645,1554
2018-10-01 10:49:00,1538362140000,0,1000
2018-10-01 10:50:00,1538362200000,214,1842
2018-10-01 10:51:00,1538362260000,0,1000
2018-10-01 10:52:00,1538362320000,371,1220
2018-10-01 10:53:00,1538362380000,589,1504
2018-10-01 10:54:00,1538362440000,4961,4961
2018-10-01 10:55:00,1538362500000,304,1113
2018-10-01 10:56:00,1538362560000,426,1556
2018-10-01 10:57:00,1538362620000,414,3849
2018-10-01 10:58:00,1538362680000,268,2664
2018-10-01 10:59:00,1538362740000,3388,3388
2018-10-01 11:00:00,1538362800000,1489,1489
2018-10-01 11:01:00,1538362860000,3806,3806
2018-10-01 11:02:00,1538362920000,5138,5138
2018-10-01 11:03:00,1538362980000,1516,1516
2018-10-01 11:04:00,1538363040000,3417,3417
2018-10-01 11:05:00,1538363100000,3518,3518
2018-10-01 11:06:00,1538363160000,3227,1361
2018-10-01 11:07:00,1538363220000,2066,1078
2018-10-01 11:08:00,1538363280000,2733,2733
2018-10-01 11:09:00,1538363340000,2339,1282
2018-10-01 11:10:00,1538363400000,2886,2886
2018-10-01 11:11:00,1538363460000,1473,1473
2018-10-01 11:12:00,1538363520000,2240,2240
2018-10-01 11:13:00,1538363580000,1902,1902
2018-10-01 11:14:00,1538363640000,2032,2032
2018-10-01 11:15:00,1538363700000,0,1000
2018-10-01 11:16:00,1538363760000,947,3404
2018-10-01 11:17:00,1538363820000,2715,2715
2018-10-01 11:18:00,1538363880000,976,2576
2018-10-01 11:19:00,1538363940000,801,1000
2018-10-01 11:20:00,1538364000000,1205,1205
2018-10-01 11:21:00,1538364060000,628,3197
2018-10-01 11:22:00,1538364120000,2998,2998
2018-10-01 11:23:00,1538364180000,1870,1870
2018-10-01 11:24:00,1538364240000,1460,1460
2018-10-01 11:25:00,1538364300000,879,1559
2018-10-01 11:26:00,1538364360000,1001,1001
2018-10-01 11:27:00,1538364420000,846,1312
2018-10-01 11:28:00,1538364480000,0,6329
2018-10-01 11:29:00,1538364540000,489,3050
2018-10-01 11:30:00,1538364600000,2162,2162
2018-10-01 11:31:00,1538364660000,300,2357
2018-10-01 11:32:00,1538364720000,224,1903
2018-10-01 11:33:00,1538364780000,1740,1740
2018-10-01 11:34:00,1538364840000,1084,1084
2018-10-01 11:35:00,1538364900000,0,6085
2018-10-01 11:36:00,1538364960000,722,1507
2018-10-01 11:37:00,1538365020000,331,1414
2018-10-01 11:38:00,1538365080000,1430,1430
2018-10-01 11:39:00,1538365140000,2261,2261
2018-10-01 11:40:00,1538365200000,422,1161
2018-10-01 11:41:00,1538365260000,545,1476
2018-10-01 11:42:00,1538365320000,767,3949
2018-10-01 11:43:00,1538365380000,3847,3847
2018-10-01 11:44:00,1538365440000,5248,1579
2018-10-01 11:45:00,1538365500000,2364,2364
2018-10-01 11:46:00,1538365560000,3269,1108
2018-10-01 11:47:00,1538365620000,1817,1181
2018-10-01 11:48:00,1538365680000,3629,1009
2018-10-01 11:49:00,1538365740000,5160,5160
2018-10-01 11:50:00,1538365800000,1545,1545
2018-10-01 11:51:00,1538365860000,2520,2520
2018-10-01 11:52:00,1538365920000,3588,1078
2018-10-01 11:53:00,1538365980000,4807,4807
2018-10-01 11:54:00,1538366040000,3133,3133
2018-10-01 11:55:00,1538366100000,1688,1688
2018-10-01 11:56:00,1538366160000,507,2787
2018-10-01 11:57:00,1538366220000,1652,1652
2018-10-01 11:58:00,1538366280000,1015,1015
2018-10-01 11:59:00,1538366340000,2162,2162
2018-10-01 12:00:00,1538366400000,0,1000
2018-10-01 13:01:00,1538370060000,2111,1417
2018-10-01 13:02:00,1538370120000,0,1492
2018-10-01 13:03:00,1538370180000,5166,5166
2018-10-01 13:04:00,1538370240000,2093,2093
2018-10-01 13:05:00,1538370300000,1781,1272
2018-10-01 13:06:00,1538370360000,1884,1884
2018-10-01 13:07:00,1538370420000,1896,1896
2018-10-01 13:08:00,1538370480000,4158,4158
2018-10-01 13:09:00,1538370540000,3359,3359
2018-10-01 13:10:00,1538370600000,0,6710
2018-10-01 13:11:00,1538370660000,1839,1839
2018-10-01 13:12:00,1538370720000,2460,2460
2018-10-01 13:13:00,1538370780000,675,1777
2018-10-01 13:14:00,1538370840000,2289,2289
2018-10-01 13:15:00,1538370900000,0,6114
2018-10-01 13:16:00,1538370960000,2851,2851
2018-10-01 13:17:00,1538371020000,5689,5689
2018-10-01 13:18:00,1538371080000,1603,1603
2018-10-01 13:19:00,1538371140000,2015,2015
2018-10-01 13:20:00,1538371200000,3101,3101
2018-10-01 13:21:00,1538371260000,601,1359
2018-10-01 13:22:00,1538371320000,2269,2269
2018-10-01 13:23:00,1538371380000,975,1035
2018-10-01 13:24:00,1538371440000,1259,1259
2018-10-01 13:25:00,1538371500000,1945,1945
2018-10-01 13:26:00,1538371560000,490,2996
2018-10-01 13:27:00,1538371620000,509,1124
2018-10-01 13:28:00,1538371680000,1464,1464
2018-10-01 13:29:00,1538371740000,608,1585
2018-10-01 13:30:00,1538371800000,1118,1118
2018-10-01 13:31:00,1538371860000,2003,2003
2018-10-01 13:32:00,1538371920000,4441,4441
2018-10-01 13:33:00,1538371980000,1852,1852
2018-10-01 13:34:00,1538372040000,2088,2088
2018-10-01 13:35:00,1538372100000,3097,1514
2018-10-01 13:36:00,1538372160000,4657,1197
2018-10-01 13:37:00,1538372220000,4404,4404
2018-10-01 13:38:00,1538372280000,3675,1165
2018-10-01 13:39:00,1538372340000,2044,2044
2018-10-01 13:40:00,1538372400000,4726,4726
2018-10-01 13:41:00,1538372460000,1179,1179
2018-10-01 13:42:00,1538372520000,1375,1375
2018-10-01 13:43:00,1538372580000,0,6396
2018-10-01 13:44:00,1538372640000,4230,4230
2018-10-01 13:45:00,1538372700000,984,2138
2018-10-01 13:46:00,1538372760000,915,3788
2018-10-01 13:47:00,1538372820000,695,6081
2018-10-01 13:48:00,1538372880000,1354,1354
2018-10-01 13:49:00,1538372940000,986,3762
2018-10-01 13:50:00,1538373000000,1612,1612
2018-10-01 13:51:00,1538373060000,1483,1483
2018-10-01 13:52:00,1538373120000,4067,4067
2018-10-01 13:53:00,1538373180000,3518,3518
2018-10-01 13:54:00,1538373240000,1484,1484
2018-10-01 13:55:00,1538373300000,2285,2285
2018-10-01 13:56:00,1538373360000,674,3448
2018-10-01 13:57:00,1538373420000,376,1345
2018-10-01 13:58:00,1538373480000,748,2093
2018-10-01 13:59:00,1538373540000,4685,4685
2018-10-01 14:00:00,1538373600000,397,1085
2018-10-01 14:01:00,1538373660000,3932,3932
2018-10-01 14:02:00,1538373720000,1164,1164
2018-10-01 14:03:00,1538373780000,638,3065
2018-10-01 14:04:00,1538373840000,1790,1790
2018-10-01 14:05:00,1538373900000,851,1552
2018-10-01 14:06:00,1538373960000,98,2749
2018-10-01 14:07:00,1538374020000,684,1088
2018-10-01 14:08:00,1538374080000,1778,1778
2018-10-01 14:09:00,1538374140000,1488,1488
2018-10-01 14:10:00,1538374200000,443,2332
2018-10-01 14:11:00,1538374260000,2070,1286
2018-10-01 14:12:00,1538374320000,3913,1736
2018-10-01 14:13:00,1538374380000,2443,1022
2018-10-01 14:14:00,1538374440000,2703,2703
2018-10-01 14:15:00,1538374500000,2037,1546
2018-10-01 14:16:00,1538374560000,3278,1712
2018-10-01 14:17:00,1538374620000,1853,1231
2018-10-01 14:18:00,1538374680000,2712,2712
2018-10-01 14:19:00,1538374740000,1785,1785
2018-10-01 14:20:00,1538374800000,1980,1268
2018-10-01 14:21:00,1538374860000,3359,3359
2018-10-01 14:22:00,1538374920000,1126,1126
2018-10-01 14:23:00,1538374980000,1124,1124
2018-10-01 14:24:00,1538375040000,1707,1707
2018-10-01 14:25:00,1538375100000,2338,2338
2018-10-01 14:26:00,1538375160000,1943,1943
2018-10-01 14:27:00,1538375220000,706,1050
2018-10-01 14:28:00,1538375280000,1438,1438
2018-10-01 14:29:00,1538375340000,1444,1444
2018-10-01 14:30:00,1538375400000,1333,1333
2018-10-01 14:31:00,1538375460000,878,1576
2018-10-01 14:32:00,1538375520000,2289,2289
2018-10-01 14:33:00,1538375580000,1142,1142
2018-10-01 14:34:00,1538375640000,752,3118
2018-10-01 14:35:00,1538375700000,1988,1988
2018-10-01 14:36:00,1538375760000,587,1344
2018-10-01 14:37:00,1538375820000,1974,1974
2018-10-01 14:38:00,1538375880000,743,1205
2018-10-01 14:39:00,1538375940000,3442,3442
2018-10-01 14:40:00,1538376000000,4820,4820
2018-10-01 14:41:00,1538376060000,0,1384
2018-10-01 14:42:00,1538376120000,3827,3827
2018-10-01 14:43:00,1538376180000,3954,1574
2018-10-01 14:44:00,1538376240000,2199,2199
2018-10-01 14:45:00,1538376300000,2652,2652
2018-10-01 14:46:00,1538376360000,2951,2951
2018-10-01 14:47:00,1538376420000,2014,2014
2018-10-01 14:48:00,1538376480000,4741,4741
2018-10-01 14:49:00,1538376540000,4541,4541
2018-10-01 14:50:00,1538376600000,3927,3927
2018-10-01 14:51:00,1538376660000,2298,2298
2018-10-01 14:52:00,1538376720000,2291,2291
2018-10-01 14:53:00,1538376780000,985,1421
2018-10-01 14:54:00,1538376840000,3715,3715
2018-10-01 14:55:00,1538376900000,4070,4070
2018-10-01 14:56:00,1538376960000,1497,1497
2018-10-01 14:57:00,1538377020000,1113,1113
2018-10-01 14:58:00,1538377080000,835,1199
2018-10-01 14:59:00,1538377140000,5467,5467
2018-10-01 15:00:00,1538377200000,1065,1065
2018-10-01 15:01:00,1538377260000,1952,1952
2018-10-01 15:02:00,1538377320000,925,4329
2018-10-01 15:03:00,1538377380000,2296,2296
2018-10-01 15:04:00,1538377440000,1967,1967
2018-10-01 15:05:00,1538377500000,2485,2485
2018-10-01 15:06:00,1538377560000,564,1321
2018-10-01 15:07:00,1538377620000,842,1884
2018-10-01 15:08:00,1538377680000,854,1862
2018-10-01 15:09:00,1538377740000,764,1683
2018-10-01 15:10:00,1538377800000,660,2295
2018-10-01 15:11:00,1538377860000,3353,3353
2018-10-01 15:12:00,1538377920000,4165,1354
2018-10-01 15:13:00,1538377980000,1933,1578
2018-10-01 15:14:00,1538378040000,3717,3717
2018-10-01 15:15:00,1538378100000,1864,1750
2018-10-01 15:16:00,1538378160000,2763,2763
2018-10-01 15:17:00,1538378220000,2781,2781
2018-10-01 15:18:00,1538378280000,4176,1216
2018-10-01 15:19:00,1538378340000,3485,3485
2018-10-01 15:20:00,1538378400000,1900,1724
2018-10-01 15:21:00,1538378460000,1961,1961
2018-10-01 15:22:00,1538378520000,1787,1787
2018-10-01 15:23:00,1538378580000,1447,1447
2018-10-01 15:24:00,1538378640000,3754,3754
2018-10-01 15:25:00,1538378700000,1292,1292
2018-10-01 15:26:00,1538378760000,4191,4191
2018-10-01 15:27:00,1538378820000,895,1281
2018-10-01 15:28:00,1538378880000,1365,1365
2018-10-01 15:29:00,1538378940000,1805,1805
2018-10-01 15:30:00,1538379000000,857,2957
2018-10-01 15:31:00,1538379060000,2263,2263
2018-10-01 15:32:00,1538379120000,1446,1446
2018-10-01 15:33:00,1538379180000,401,2399
2018-10-01 15:34:00,1538379240000,2566,2566
2018-10-01 15:35:00,1538379300000,3805,3805
2018-10-01 15:36:00,1538379360000,1214,1214
2018-10-01 15:37:00,1538379420000,734,1222
2018-10-01 15:38:00,1538379480000,1915,1915
2018-10-01 15:39:00,1538379540000,1355,1355
2018-10-01 15:40:00,1538379600000,662,2842
2018-10-01 15:41:00,1538379660000,3062,3062
2018-10-01 15:42:00,1538379720000,2594,1079
2018-10-01 15:43:00,1538379780000,4175,1414
2018-10-01 15:44:00,1538379840000,3400,3400
2018-10-01 15:45:00,1538379900000,5910,5910
2018-10-01 15:46:00,1538379960000,2772,1057
2018-10-01 15:47:00,1538380020000,2306,2306
2018-10-01 15:48:00,1538380080000,4745,1493
2018-10-01 15:49:00,1538380140000,2320,2320
2018-10-01 15:50:00,1538380200000,3245,1518
2018-10-01 15:51:00,1538380260000,2304,2304
2018-10-01 15:52:00,1538380320000,4915,4915
2018-10-01 15:53:00,1538380380000,3153,3153
2018-10-01 15:54:00,1538380440000,2910,2910
2018-10-01 15:55:00,1538380500000,1519,1519
2018-10-01 15:56:00,1538380560000,1853,1853
2018-10-01 15:57:00,1538380620000,4947,4947
2018-10-01 15:58:00,1538380680000,1165,1165
2018-10-01 15:59:00,1538380740000,5151,5151
2018-10-01 16:00:00,1538380800000,3713,3713
2018-10-01 16:01:00,1538380860000,2041,2041
2018-10-01 16:02:00,1538380920000,950,1661
2018-10-01 16:03:00,1538380980000,2613,2613
2018-10-01 16:04:00,1538381040000,1200,1200
2018-10-01 16:05:00,1538381100000,3516,3516
2018-10-01 16:06:00,1538381160000,1578,1578
2018-10-01 16:07:00,1538381220000,613,2147
2018-10-01 16:08:00,1538381280000,644,1110
2018-10-01 16:09:00,1538381340000,5168,5168
2018-10-01 16:10:00,1538381400000,698,5556
2018-10-01 16:11:00,1538381460000,3028,1457
2018-10-01 16:12:00,1538381520000,2228,1348
2018-10-01 16:13:00,1538381580000,4360,4360
2018-10-01 16:14:00,1538381640000,3438,1877
2018-10-01 16:15:00,1538381700000,0,1895
2018-10-01 16:16:00,1538381760000,2626,1640
2018-10-01 16:17:00,1538381820000,2816,1630
2018-10-01 16:18:00,1538381880000,3210,3210
2018-10-01 16:19:00,1538381940000,4648,2091
2018-10-01 16:20:00,1538382000000,4763,4763
2018-10-01 16:21:00,1538382060000,1629,1629
2018-10-01 16:22:00,1538382120000,0,6531
2018-10-01 16:23:00,1538382180000,1837,1837
2018-10-01 16:24:00,1538382240000,1003,1003
2018-10-01 16:25:00,1538382300000,1251,1251
2018-10-01 16:26:00,1538382360000,1260,1260
2018-10-01 16:27:00,1538382420000,1232,1232
2018-10-01 16:28:00,1538382480000,1580,1580
2018-10-01 16:29:00,1538382540000,1061,1061
2018-10-01 16:30:00,1538382600000,1331,1331
2018-10-01 16:31:00,1538382660000,3232,3232
2018-10-01 16:32:00,1538382720000,2664,2664
2018-10-01 16:33:00,1538382780000,963,1285
2018-10-01 16:34:00,1538382840000,978,2693
2018-10-01 16:35:00,1538382900000,1514,1514
2018-10-01 16:36:00,1538382960000,1752,1752
2018-10-01 16:37:00,1538383020000,3802,3802
2018-10-01 16:38:00,1538383080000,812,1428
2018-10-01 16:39:00,1538383140000,2774,2774
2018-10-01 16:40:00,1538383200000,784,1065
2018-10-01 16:41:00,1538383260000,2494,2494
2018-10-01 16:42:00,1538383320000,4435,4435
2018-10-01 16:43:00,1538383380000,5087,5087
2018-10-01 16:44:00,1538383440000,3275,1070
2018-10-01 16:45:00,1538383500000,2167,2167
2018-10-01 16:46:00,1538383560000,4283,4283
2018-10-01 16:47:00,1538383620000,2384,2384
2018-10-01 16:48:00,1538383680000,2298,1475
2018-10-01 16:49:00,1538383740000,3028,3028
2018-10-01 16:50:00,1538383800000,3263,1437
2018-10-01 16:51:00,1538383860000,1375,1375
2018-10-01 16:52:00,1538383920000,2049,2049
2018-10-01 16:53:00,1538383980000,3800,3800
2018-10-01 16:54:00,1538384040000,1900,1900
2018-10-01 16:55:00,1538384100000,987,1498
2018-10-01 16:56:00,1538384160000,1947,1947
2018-10-01 16:57:00,1538384220000,1085,1085
2018-10-01 16:58:00,1538384280000,1226,1226
2018-10-01 16:59:00,1538384340000,1169,1169
2018-10-01 17:00:00,1538384400000,3195,3195
2018-10-01 17:01:00,1538384460000,764,2639
2018-10-01 17:02:00,1538384520000,3598,3598
2018-10-01 17:03:00,1538384580000,3930,3930
2018-10-01 17:04:00,1538384640000,959,1689
2018-10-01 17:05:00,1538384700000,1576,1576
2018-10-01 17:06:00,1538384760000,2891,2891
2018-10-01 17:07:00,1538384820000,3172,3172
2018-10-01 17:08:00,1538384880000,1346,1346
2018-10-01 17:09:00,1538384940000,1589,1589
2018-10-01 17:10:00,1538385000000,3216,3216
2018-10-01 17:11:00,1538385060000,0,2023
2018-10-01 17:12:00,1538385120000,2863,1275
2018-10-01 17:13:00,1538385180000,3266,1640
2018-10-01 17:14:00,1538385240000,3729,2687
2018-10-01 17:15:00,1538385300000,3271,1334
2018-10-01 17:16:00,1538385360000,3082,1517
2018-10-01 17:17:00,1538385420000,4318,2224
2018-10-01 17:18:00,1538385480000,4471,2573
2018-10-01 17:19:00,1538385540000,4055,1497
2018-10-01 17:20:00,1538385600000,3196,3196
2018-10-01 17:21:00,1538385660000,4541,4541
2018-10-01 17:22:00,1538385720000,2647,2647
2018-10-01 17:23:00,1538385780000,1888,1888
2018-10-01 17:24:00,1538385840000,3899,3899
2018-10-01 17:25:00,1538385900000,3597,3597
2018-10-01 17:26:00,1538385960000,2624,1514
2018-10-01 17:27:00,1538386020000,1891,1891
2018-10-01 17:28:00,1538386080000,1800,1800
2018-10-01 17:29:00,1538386140000,1760,1442
2018-10-01 17:30:00,1538386200000,3050,3050
2018-10-01 17:31:00,1538386260000,1145,1145
2018-10-01 17:32:00,1538386320000,991,1865
2018-10-01 17:33:00,1538386380000,5132,5132
2018-10-01 17:34:00,1538386440000,1122,1122
2018-10-01 17:35:00,1538386500000,1463,1463
2018-10-01 17:36:00,1538386560000,1138,1138
2018-10-01 17:37:00,1538386620000,1114,1114
2018-10-01 17:38:00,1538386680000,2185,2185
2018-10-01 17:39:00,1538386740000,1736,1736
2018-10-01 17:40:00,1538386800000,2523,2523
2018-10-01 17:41:00,1538386860000,5753,1824
2018-10-01 17:42:00,1538386920000,2844,1002
2018-10-01 17:43:00,1538386980000,5687,1556
2018-10-01 17:44:00,1538387040000,2946,2946
2018-10-01 17:45:00,1538387100000,3188,3188
2018-10-01 17:46:00,1538387160000,3798,1356
2018-10-01 17:47:00,1538387220000,4283,1028
2018-10-01 17:48:00,1538387280000,5681,2146
2018-10-01 17:49:00,1538387340000,0,1000
2018-10-01 17:55:00,1538387700000,0,1000
2018-10-01 18:01:00,1538388060000,5127,1480
2018-10-01 18:02:00,1538388120000,1829,1482
2018-10-01 18:03:00,1538388180000,5691,5691
2018-10-01 18:04:00,1538388240000,3413,3413
2018-10-01 18:05:00,1538388300000,4233,1399
2018-10-01 18:06:00,1538388360000,3290,1115
2018-10-01 18:07:00,1538388420000,3519,2751
2018-10-01 18:08:00,1538388480000,4233,2649
2018-10-01 18:09:00,1538388540000,3902,2212
2018-10-01 18:10:00,1538388600000,3403,2403
2018-10-01 18:11:00,1538388660000,5034,5034
2018-10-01 18:12:00,1538388720000,3556,1464
2018-10-01 18:13:00,1538388780000,0,6893
2018-10-01 18:14:00,1538388840000,0,1967
2018-10-01 18:15:00,1538388900000,2249,1450
2018-10-01 18:16:00,1538388960000,1976,1976
2018-10-01 18:17:00,1538389020000,1852,1437
2018-10-01 18:18:00,1538389080000,1825,1679
2018-10-01 18:19:00,1538389140000,3575,1106
2018-10-01 18:20:00,1538389200000,4066,4066
2018-10-01 18:21:00,1538389260000,2602,2602
2018-10-01 18:22:00,1538389320000,1870,1870
2018-10-01 18:23:00,1538389380000,1702,1131
2018-10-01 18:24:00,1538389440000,2049,1486
2018-10-01 18:25:00,1538389500000,3324,3324
2018-10-01 18:26:00,1538389560000,1261,1261
2018-10-01 18:27:00,1538389620000,1810,1810
2018-10-01 18:28:00,1538389680000,1884,1884
2018-10-01 18:29:00,1538389740000,1700,1700
2018-10-01 18:30:00,1538389800000,4166,4166
2018-10-01 18:31:00,1538389860000,1965,1965
2018-10-01 18:32:00,1538389920000,1179,1179
2018-10-01 18:33:00,1538389980000,1764,1764
2018-10-01 18:34:00,1538390040000,1494,1494
2018-10-01 18:35:00,1538390100000,3558,2430
2018-10-01 18:36:00,1538390160000,5465,1873
2018-10-01 18:37:00,1538390220000,3579,1985
2018-10-01 18:38:00,1538390280000,0,1352
2018-10-01 18:39:00,1538390340000,0,1172
2018-10-01 18:40:00,1538390400000,3738,1072
2018-10-01 18:41:00,1538390460000,3092,1899
2018-10-01 18:42:00,1538390520000,3159,2098
2018-10-01 18:43:00,1538390580000,3042,1506
2018-10-01 18:44:00,1538390640000,3242,1735
2018-10-01 18:45:00,1538390700000,2991,1572
2018-10-01 18:46:00,1538390760000,1879,1879
2018-10-01 18:47:00,1538390820000,3551,1007
2018-10-01 18:48:00,1538390880000,2815,2815
2018-10-01 18:49:00,1538390940000,1882,1591
2018-10-01 18:50:00,1538391000000,1911,1911
2018-10-01 18:51:00,1538391060000,3193,1206
2018-10-01 18:52:00,1538391120000,5213,5213
2018-10-01 18:53:00,1538391180000,1894,1894
2018-10-01 18:54:00,1538391240000,3062,1659
2018-10-01 18:55:00,1538391300000,4137,4137
2018-10-01 18:56:00,1538391360000,2368,2368
2018-10-01 18:57:00,1538391420000,1121,1121
2018-10-01 18:58:00,1538391480000,1881,1881
2018-10-01 18:59:00,1538391540000,2626,2626
2018-10-01 19:00:00,1538391600000,2509,2509
2018-10-01 19:01:00,1538391660000,0,1000
2018-10-01 19:02:00,1538391720000,1999,1999
2018-10-01 19:03:00,1538391780000,1355,1355
2018-10-01 19:04:00,1538391840000,1442,1442
2018-10-01 19:05:00,1538391900000,2994,1839
2018-10-01 19:06:00,1538391960000,0,1000
2018-10-01 19:07:00,1538392020000,2878,1255
2018-10-01 19:08:00,1538392080000,3816,1592
2018-10-01 19:09:00,1538392140000,2506,2007
2018-10-01 19:10:00,1538392200000,3988,1943
2018-10-01 19:11:00,1538392260000,3644,2282
2018-10-01 19:12:00,1538392320000,4046,4046
2018-10-01 19:13:00,1538392380000,2687,1679
2018-10-01 19:14:00,1538392440000,0,1645
2018-10-01 19:15:00,1538392500000,2341,2341
2018-10-01 19:16:00,1538392560000,1525,1525
2018-10-01 19:17:00,1538392620000,3087,3087
2018-10-01 19:18:00,1538392680000,2798,1102
2018-10-01 19:19:00,1538392740000,3144,3144
2018-10-01 19:20:00,1538392800000,1204,1204
2018-10-01 19:21:00,1538392860000,1353,1353
2018-10-01 19:22:00,1538392920000,1756,1756
2018-10-01 19:23:00,1538392980000,2544,2544
2018-10-01 19:24:00,1538393040000,1888,1888
2018-10-01 19:25:00,1538393100000,1166,1166
2018-10-01 19:26:00,1538393160000,2511,2511
2018-10-01 19:27:00,1538393220000,1473,1473
2018-10-01 19:28:00,1538393280000,1933,1933
2018-10-01 19:29:00,1538393340000,552,1127
2018-10-01 19:30:00,1538393400000,1154,1154
2018-10-01 19:31:00,1538393460000,626,2564
2018-10-01 19:32:00,1538393520000,2767,2767
2018-10-01 19:33:00,1538393580000,1850,1850
2018-10-01 19:34:00,1538393640000,3761,3761
2018-10-01 19:35:00,1538393700000,4227,1353
2018-10-01 19:36:00,1538393760000,4071,1779
2018-10-01 19:37:00,1538393820000,2755,2755
2018-10-01 19:38:00,1538393880000,2774,1427
2018-10-01 19:39:00,1538393940000,5228,5228
2018-10-01 19:40:00,1538394000000,2703,1388
2018-10-01 19:41:00,1538394060000,4007,1304
2018-10-01 19:42:00,1538394120000,4798,1998
2018-10-01 19:43:00,1538394180000,3710,1247
2018-10-01 19:44:00,1538394240000,4416,1558
2018-10-01 19:45:00,1538394300000,1690,1690
2018-10-01 19:46:00,1538394360000,2175,2175
2018-10-01 19:47:00,1538394420000,3318,3318
2018-10-01 19:48:00,1538394480000,3945,3945
2018-10-01 19:49:00,1538394540000,1421,1421
2018-10-01 19:50:00,1538394600000,1757,1757
2018-10-01 19:51:00,1538394660000,1588,1588
2018-10-01 19:52:00,1538394720000,2954,2954
2018-10-01 19:53:00,1538394780000,2227,2227
2018-10-01 19:54:00,1538394840000,2042,2042
2018-10-01 19:55:00,1538394900000,1347,1347
2018-10-01 19:56:00,1538394960000,3627,3627
2018-10-01 19:57:00,1538395020000,639,1638
2018-10-01 19:58:00,1538395080000,2792,2792
2018-10-01 19:59:00,1538395140000,5183,5183
2018-10-01 20:00:00,1538395200000,2640,2640
2018-10-01 20:01:00,1538395260000,1443,1443
2018-10-01 20:02:00,1538395320000,2469,2469
2018-10-01 20:03:00,1538395380000,3497,3497
2018-10-01 20:04:00,1538395440000,779,1485
2018-10-01 20:05:00,1538395500000,2284,1351
2018-10-01 20:06:00,1538395560000,2226,2226
2018-10-01 20:07:00,1538395620000,3920,3920
2018-10-01 20:08:00,1538395680000,4217,4217
2018-10-01 20:09:00,1538395740000,2216,2216
2018-10-01 20:10:00,1538395800000,3260,3260
2018-10-01 20:11:00,1538395860000,1810,1185
2018-10-01 20:12:00,1538395920000,1864,1342
2018-10-01 20:13:00,1538395980000,3846,1403
2018-10-01 20:14:00,1538396040000,4291,4291
2018-10-01 20:15:00,1538396100000,1644,1644
2018-10-01 20:16:00,1538396160000,1392,1392
2018-10-01 20:17:00,1538396220000,1848,1848
2018-10-01 20:18:00,1538396280000,1711,1711
2018-10-01 20:19:00,1538396340000,4172,4172
2018-10-01 20:20:00,1538396400000,1200,1200
2018-10-01 20:21:00,1538396460000,1072,1072
2018-10-01 20:22:00,1538396520000,2386,2386
2018-10-01 20:23:00,1538396580000,2670,2670
2018-10-01 20:24:00,1538396640000,3277,3277
2018-10-01 20:25:00,1538396700000,3276,3276
2018-10-01 20:26:00,1538396760000,1003,1003
2018-10-01 20:27:00,1538396820000,592,1657
2018-10-01 20:28:00,1538396880000,618,2452
2018-10-01 20:29:00,1538396940000,1445,1445
2018-10-01 20:30:00,1538397000000,0,1000
2018-10-01 20:31:00,1538397060000,2055,2055
2018-10-01 20:32:00,1538397120000,4151,4151
2018-10-01 20:33:00,1538397180000,2013,2013
2018-10-01 20:34:00,1538397240000,800,5347
2018-10-01 20:35:00,1538397300000,3110,3110
2018-10-01 20:36:00,1538397360000,5008,1293
2018-10-01 20:37:00,1538397420000,5297,5297
2018-10-01 20:38:00,1538397480000,1937,1937
