,time,wait,com
2017-10-01 08:45:00,1506818700000,102000,120000.0
2017-10-01 08:46:00,1506818760000,68000,120000.0
2017-10-01 08:47:00,1506818820000,120000,120000.0
2017-10-01 08:48:00,1506818880000,112000,120000.0
2017-10-01 08:49:00,1506818940000,52000,120000.0
2017-10-01 08:50:00,1506819000000,125000,120000.0
2017-10-01 08:51:00,1506819060000,65000,120000.0
2017-10-01 08:53:00,1506819180000,63000,120000.0
2017-10-01 08:54:00,1506819240000,86000,120000.0
2017-10-01 08:55:00,1506819300000,78000,120000.0
2017-10-01 08:56:00,1506819360000,106000,120000.0
2017-10-01 08:57:00,1506819420000,80000,120000.0
2017-10-01 08:58:00,1506819480000,58000,120000.0
2017-10-01 08:59:00,1506819540000,64000,120000.0
2017-10-01 09:00:00,1506819600000,97000,120000.0
2017-10-01 09:01:00,1506819660000,119000,120000.0
2017-10-01 09:02:00,1506819720000,59000,120000.0
2017-10-01 09:03:00,1506819780000,120000,120000.0
2017-10-01 09:04:00,1506819840000,85000,120000.0
2017-10-01 09:05:00,1506819900000,85000,120000.0
2017-10-01 09:06:00,1506819960000,84000,120000.0
2017-10-01 09:07:00,1506820020000,65000,120000.0
2017-10-01 09:08:00,1506820080000,75000,120000.0
2017-10-01 09:09:00,1506820140000,120000,120000.0
2017-10-01 09:10:00,1506820200000,120000,120000.0
2017-10-01 09:13:00,1506820380000,57000,120000.0
2017-10-01 09:14:00,1506820440000,61000,120000.0
2017-10-01 09:15:00,1506820500000,103000,120000.0
2017-10-01 09:16:00,1506820560000,85000,120000.0
2017-10-01 09:17:00,1506820620000,121000,120000.0
2017-10-01 09:18:00,1506820680000,61000,120000.0
2017-10-01 09:19:00,1506820740000,63000,120000.0
2017-10-01 09:20:00,1506820800000,101000,120000.0
2017-10-01 09:21:00,1506820860000,95000,120000.0
2017-10-01 09:22:00,1506820920000,73000,120000.0
2017-10-01 09:23:00,1506820980000,94000,120000.0
2017-10-01 09:24:00,1506821040000,85000,120000.0
2017-10-01 09:25:00,1506821100000,61000,120000.0
2017-10-01 09:26:00,1506821160000,120000,120000.0
2017-10-01 09:27:00,1506821220000,67000,120000.0
2017-10-01 09:28:00,1506821280000,103000,120000.0
2017-10-01 09:29:00,1506821340000,54000,120000.0
2017-10-01 09:30:00,1506821400000,120000,120000.0
2017-10-01 09:31:00,1506821460000,72000,120000.0
2017-10-01 09:32:00,1506821520000,105000,120000.0
2017-10-01 09:33:00,1506821580000,111000,120000.0
2017-10-01 09:34:00,1506821640000,92000,120000.0
2017-10-01 09:35:00,1506821700000,120000,120000.0
2017-10-01 09:36:00,1506821760000,73000,120000.0
2017-10-01 09:37:00,1506821820000,64000,120000.0
2017-10-01 09:38:00,1506821880000,72000,120000.0
2017-10-01 09:39:00,1506821940000,90000,120000.0
2017-10-01 09:40:00,1506822000000,120000,120000.0
2017-10-01 09:41:00,1506822060000,99000,120000.0
2017-10-01 09:42:00,1506822120000,63000,120000.0
2017-10-01 09:43:00,1506822180000,113000,120000.0
2017-10-01 09:44:00,1506822240000,53000,120000.0
2017-10-01 09:45:00,1506822300000,120000,120000.0
2017-10-01 09:49:00,1506822540000,63000,120000.0
2017-10-01 09:50:00,1506822600000,77000,120000.0
2017-10-01 09:51:00,1506822660000,53000,120000.0
2017-10-01 09:52:00,1506822720000,76000,120000.0
2017-10-01 09:53:00,1506822780000,57000,120000.0
2017-10-01 09:54:00,1506822840000,76000,120000.0
2017-10-01 09:55:00,1506822900000,94000,120000.0
2017-10-01 09:56:00,1506822960000,120000,120000.0
2017-10-01 09:57:00,1506823020000,72000,120000.0
2017-10-01 09:58:00,1506823080000,54000,120000.0
2017-10-01 09:59:00,1506823140000,120000,120000.0
2017-10-01 10:00:00,1506823200000,120000,120000.0
2017-10-01 10:02:00,1506823320000,84000,120000.0
2017-10-01 10:03:00,1506823380000,82000,120000.0
2017-10-01 10:04:00,1506823440000,68000,120000.0
2017-10-01 10:05:00,1506823500000,106000,120000.0
2017-10-01 10:06:00,1506823560000,120000,120000.0
2017-10-01 10:07:00,1506823620000,106000,120000.0
2017-10-01 10:08:00,1506823680000,63000,120000.0
2017-10-01 10:09:00,1506823740000,74000,120000.0
2017-10-01 10:10:00,1506823800000,120000,120000.0
2017-10-01 10:11:00,1506823860000,107000,120000.0
2017-10-01 10:13:00,1506823980000,83000,120000.0
2017-10-01 10:14:00,1506824040000,116000,120000.0
2017-10-01 10:15:00,1506824100000,56000,120000.0
2017-10-01 10:16:00,1506824160000,87000,120000.0
2017-10-01 10:17:00,1506824220000,101000,120000.0
2017-10-01 10:18:00,1506824280000,120000,120000.0
2017-10-01 10:19:00,1506824340000,115000,120000.0
2017-10-01 10:21:00,1506824460000,119000,120000.0
2017-10-01 10:22:00,1506824520000,59000,120000.0
2017-10-01 10:23:00,1506824580000,68000,120000.0
2017-10-01 10:25:00,1506824700000,80000,120000.0
2017-10-01 10:26:00,1506824760000,98000,120000.0
2017-10-01 10:27:00,1506824820000,63000,120000.0
2017-10-01 10:28:00,1506824880000,86000,120000.0
2017-10-01 10:29:00,1506824940000,57000,120000.0
2017-10-01 10:30:00,1506825000000,87000,120000.0
2017-10-01 10:31:00,1506825060000,84000,120000.0
2017-10-01 10:32:00,1506825120000,54000,120000.0
2017-10-01 10:33:00,1506825180000,120000,120000.0
2017-10-01 10:34:00,1506825240000,71000,120000.0
2017-10-01 10:35:00,1506825300000,66000,120000.0
2017-10-01 10:36:00,1506825360000,89000,120000.0
2017-10-01 10:37:00,1506825420000,69000,120000.0
2017-10-01 10:38:00,1506825480000,120000,120000.0
2017-10-01 10:39:00,1506825540000,78000,120000.0
2017-10-01 10:40:00,1506825600000,92000,120000.0
2017-10-01 10:41:00,1506825660000,60000,120000.0
2017-10-01 10:42:00,1506825720000,120000,120000.0
2017-10-01 10:43:00,1506825780000,108000,120000.0
2017-10-01 10:45:00,1506825900000,120000,120000.0
2017-10-01 10:46:00,1506825960000,124000,120000.0
2017-10-01 10:48:00,1506826080000,59000,120000.0
2017-10-01 10:49:00,1506826140000,87000,120000.0
2017-10-01 10:50:00,1506826200000,120000,120000.0
2017-10-01 10:51:00,1506826260000,120000,120000.0
2017-10-01 10:53:00,1506826380000,68000,120000.0
2017-10-01 10:54:00,1506826440000,95000,120000.0
2017-10-01 10:55:00,1506826500000,86000,120000.0
2017-10-01 10:56:00,1506826560000,120000,120000.0
2017-10-01 10:57:00,1506826620000,105000,120000.0
2017-10-01 10:58:00,1506826680000,76000,120000.0
2017-10-01 10:59:00,1506826740000,77000,120000.0
2017-10-01 11:00:00,1506826800000,126000,120000.0
2017-10-01 11:01:00,1506826860000,66000,120000.0
2017-10-01 11:02:00,1506826920000,55000,120000.0
2017-10-01 11:03:00,1506826980000,120000,120000.0
2017-10-01 11:04:00,1506827040000,67000,120000.0
2017-10-01 11:05:00,1506827100000,120000,120000.0
2017-10-01 11:06:00,1506827160000,67000,120000.0
2017-10-01 11:07:00,1506827220000,120000,120000.0
2017-10-01 11:08:00,1506827280000,80000,120000.0
2017-10-01 11:09:00,1506827340000,56000,120000.0
2017-10-01 11:10:00,1506827400000,84000,120000.0
2017-10-01 11:11:00,1506827460000,120000,120000.0
2017-10-01 11:12:00,1506827520000,120000,120000.0
2017-10-01 11:14:00,1506827640000,61000,120000.0
2017-10-01 11:15:00,1506827700000,78000,120000.0
2017-10-01 11:16:00,1506827760000,65000,120000.0
